WigleWifi-1.4,appRelease=2.26,model=ONEPLUS A3010,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3010_28_171012,board=QC_Reference_Phone,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 15:26:13,44,-56,32.10436987,35.21121558,700,245.75399780273438,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 15:26:13,36,-60,32.10436987,35.21121558,700,245.75399780273438,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 15:26:13,6,-56,32.10436987,35.21121558,700,245.75399780273438,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 15:26:13,1,-70,32.10436987,35.21121558,700,245.75399780273438,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 15:26:13,1,-63,32.10436987,35.21121558,700,245.75399780273438,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 15:26:13,36,-70,32.10436987,35.21121558,700,245.75399780273438,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],2017-11-01 15:30:29,11,-91,32.1043702,35.21121753,698,303.3999938964844,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.104581352,35.20943683599999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-62,32.104581352,35.20943683599999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.104581352,35.20943683599999,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-65,32.104581352,35.20943683599999,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.104581352,35.20943683599999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.104557447999994,35.209638423999984,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.104557447999994,35.209638423999984,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.104557447999994,35.209638423999984,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.104557447999994,35.209638423999984,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.104557447999994,35.209638423999984,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.104557447999994,35.209638423999984,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.104557447999994,35.209638423999984,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104557447999994,35.209638423999984,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.10454549599999,35.20973921799999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.10454549599999,35.20973921799999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.10454549599999,35.20973921799999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.10454549599999,35.20973921799999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.10454549599999,35.20973921799999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.10454549599999,35.20973921799999,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.10454549599999,35.20973921799999,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.10454549599999,35.20973921799999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.104533544,35.20984001199999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.104533544,35.20984001199999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.104533544,35.20984001199999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.104533544,35.20984001199999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.104533544,35.20984001199999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-61,32.104533544,35.20984001199999,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-66,32.104533544,35.20984001199999,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104533544,35.20984001199999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-65,32.104509639999996,35.21004159999999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.104509639999996,35.21004159999999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-56,32.104509639999996,35.21004159999999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.104509639999996,35.21004159999999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.104509639999996,35.21004159999999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-59,32.104509639999996,35.21004159999999,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.104509639999996,35.21004159999999,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104509639999996,35.21004159999999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-65,32.104497687999995,35.21014239399999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.104497687999995,35.21014239399999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-56,32.104497687999995,35.21014239399999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.104497687999995,35.21014239399999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.104497687999995,35.21014239399999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-59,32.104497687999995,35.21014239399999,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.104497687999995,35.21014239399999,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104497687999995,35.21014239399999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-65,32.104485735999994,35.21024318799999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.104485735999994,35.21024318799999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-56,32.104485735999994,35.21024318799999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.104485735999994,35.21024318799999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,32.104485735999994,35.21024318799999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-59,32.104485735999994,35.21024318799999,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.104485735999994,35.21024318799999,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104485735999994,35.21024318799999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.104461832,35.210444775999996,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.104461832,35.210444775999996,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.104461832,35.210444775999996,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.104461832,35.210444775999996,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.104461832,35.210444775999996,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.104461832,35.210444775999996,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.104461832,35.210444775999996,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104461832,35.210444775999996,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.10444988,35.210545569999994,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.10444988,35.210545569999994,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.10444988,35.210545569999994,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.10444988,35.210545569999994,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10444988,35.210545569999994,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.10444988,35.210545569999994,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.10444988,35.210545569999994,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.10444988,35.210545569999994,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.104437927999996,35.21064636399999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.104437927999996,35.21064636399999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.104437927999996,35.21064636399999,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-57,32.104437927999996,35.21064636399999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.104437927999996,35.21064636399999,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.104437927999996,35.21064636399999,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.104437927999996,35.21064636399999,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,32.104414024,35.210847951999995,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.104414024,35.210847951999995,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-55,32.104414024,35.210847951999995,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.104414024,35.210847951999995,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.104414024,35.210847951999995,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.104414024,35.210847951999995,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.104414024,35.210847951999995,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104414024,35.210847951999995,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,32.104402072,35.210948746,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.104402072,35.210948746,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-55,32.104402072,35.210948746,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.104402072,35.210948746,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.104402072,35.210948746,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.104402072,35.210948746,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.104402072,35.210948746,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.104402072,35.210948746,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,32.10439012,35.21104954,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-70,32.10439012,35.21104954,0,16.009016036987305,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-55,32.10439012,35.21104954,0,16.009016036987305,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.10439012,35.21104954,0,16.009016036987305,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.10439012,35.21104954,0,16.009016036987305,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.10439012,35.21104954,0,16.009016036987305,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.10439012,35.21104954,0,16.009016036987305,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.10439012,35.21104954,0,16.009016036987305,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 15:30:29,1,-69,32.1043702,35.21121753,698,303.3999938964844,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],2017-11-01 15:30:29,36,-71,32.1043702,35.21121753,698,303.3999938964844,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 15:30:29,11,-53,32.1043702,35.21121753,698,303.3999938964844,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 15:30:29,44,-56,32.1043702,35.21121753,698,303.3999938964844,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 15:30:29,36,-60,32.1043702,35.21121753,698,303.3999938964844,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 15:30:29,6,-57,32.1043702,35.21121753,698,303.3999938964844,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 15:30:29,1,-71,32.1043702,35.21121753,698,303.3999938964844,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 15:30:29,36,-72,32.1043702,35.21121753,698,303.3999938964844,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 15:34:22,11,-48,32.10436958,35.21121664,704,210.8629913330078,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-68,?,-?,0,15.935502052307129,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-76,?,-?,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,?,-?,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-76,?,-?,0,15.935502052307129,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-50,?,-?,0,15.935502052307129,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-58,?,-?,0,15.935502052307129,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-61,?,-?,0,15.935502052307129,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-55,?,-?,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 15:34:22,1,-66,32.10436958,35.21121664,704,210.8629913330078,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],2017-11-01 15:34:22,36,-72,32.10436958,35.21121664,704,210.8629913330078,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 15:34:22,11,-48,32.10436958,35.21121664,704,210.8629913330078,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 15:34:22,44,-58,32.10436958,35.21121664,704,210.8629913330078,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 15:34:22,36,-63,32.10436958,35.21121664,704,210.8629913330078,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 15:34:22,6,-56,32.10436958,35.21121664,704,210.8629913330078,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 15:34:22,1,-75,32.10436958,35.21121664,704,210.8629913330078,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 15:34:22,36,-72,32.10436958,35.21121664,704,210.8629913330078,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-63,32.105314420000056,35.203530039999734,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.105314420000056,35.203530039999734,0,15.935502052307129,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-52,32.105314420000056,35.203530039999734,0,15.935502052307129,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.105314420000056,35.203530039999734,0,15.935502052307129,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.105314420000056,35.203530039999734,0,15.935502052307129,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.105314420000056,35.203530039999734,0,15.935502052307129,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.105314420000056,35.203530039999734,0,15.935502052307129,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-71,32.105314420000056,35.203530039999734,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,32.10521172000005,35.20436553999976,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.10521172000005,35.20436553999976,0,15.935502052307129,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-52,32.10521172000005,35.20436553999976,0,15.935502052307129,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.10521172000005,35.20436553999976,0,15.935502052307129,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.10521172000005,35.20436553999976,0,15.935502052307129,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10521172000005,35.20436553999976,0,15.935502052307129,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.10521172000005,35.20436553999976,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,32.10519118000005,35.20453263999977,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.10519118000005,35.20453263999977,0,15.935502052307129,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-52,32.10519118000005,35.20453263999977,0,15.935502052307129,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.10519118000005,35.20453263999977,0,15.935502052307129,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.10519118000005,35.20453263999977,0,15.935502052307129,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10519118000005,35.20453263999977,0,15.935502052307129,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.10519118000005,35.20453263999977,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-52,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-56,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-60,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-60,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-73,32.105129560000044,35.20503393999979,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-73,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-60,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-60,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-73,32.10506794000004,35.205535239999804,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-66,32.104965240000034,35.206370739999834,0,15.935502052307129,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-71,32.104965240000034,35.206370739999834,0,15.935502052307129,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-54,32.104965240000034,35.206370739999834,0,15.935502052307129,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.104965240000034,35.206370739999834,0,15.935502052307129,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.104965240000034,35.206370739999834,0,15.935502052307129,WIFI
